source	target	source_genesymbol	target_genesymbol	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	curation_effort	references	sources	n_sources	n_primary_sources	n_references	references_stripped
P17096	P09341	HMGA1	CXCL1	True	True	False	True	True	False	2	CollecTRI:11112786;CollecTRI:7479086	CollecTRI;CytReg_CollecTRI;DoRothEA;ExTRI_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA	6	2	2	11112786;7479086
COMPLEX:Q04206	P09341	RELA	CXCL1	True	True	False	True	True	False	12	CollecTRI:10530453;CollecTRI:11112786;CollecTRI:11115149;CollecTRI:11371564;CollecTRI:15958549;CollecTRI:16040075;CollecTRI:16617094;CollecTRI:16799643;CollecTRI:16825293;CollecTRI:25734337;CollecTRI:7479086;CollecTRI:8530498	CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	5	1	12	10530453;11112786;11115149;11371564;15958549;16040075;16617094;16799643;16825293;25734337;7479086;8530498
COMPLEX:P19838	P09341	NFKB1	CXCL1	True	True	False	True	True	False	12	CollecTRI:10530453;CollecTRI:11112786;CollecTRI:11115149;CollecTRI:11371564;CollecTRI:15958549;CollecTRI:16040075;CollecTRI:16617094;CollecTRI:16799643;CollecTRI:16825293;CollecTRI:25734337;CollecTRI:7479086;CollecTRI:8530498	CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	5	1	12	10530453;11112786;11115149;11371564;15958549;16040075;16617094;16799643;16825293;25734337;7479086;8530498
COMPLEX:Q01201	P09341	RELB	CXCL1	True	True	False	True	True	False	12	CollecTRI:10530453;CollecTRI:11112786;CollecTRI:11115149;CollecTRI:11371564;CollecTRI:15958549;CollecTRI:16040075;CollecTRI:16617094;CollecTRI:16799643;CollecTRI:16825293;CollecTRI:25734337;CollecTRI:7479086;CollecTRI:8530498	CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	5	1	12	10530453;11112786;11115149;11371564;15958549;16040075;16617094;16799643;16825293;25734337;7479086;8530498
COMPLEX:Q00653	P09341	NFKB2	CXCL1	True	True	False	True	True	False	12	CollecTRI:10530453;CollecTRI:11112786;CollecTRI:11115149;CollecTRI:11371564;CollecTRI:15958549;CollecTRI:16040075;CollecTRI:16617094;CollecTRI:16799643;CollecTRI:16825293;CollecTRI:25734337;CollecTRI:7479086;CollecTRI:8530498	CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	5	1	12	10530453;11112786;11115149;11371564;15958549;16040075;16617094;16799643;16825293;25734337;7479086;8530498
COMPLEX:Q04864	P09341	REL	CXCL1	True	True	False	True	True	False	12	CollecTRI:10530453;CollecTRI:11112786;CollecTRI:11115149;CollecTRI:11371564;CollecTRI:15958549;CollecTRI:16040075;CollecTRI:16617094;CollecTRI:16799643;CollecTRI:16825293;CollecTRI:25734337;CollecTRI:7479086;CollecTRI:8530498	CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	5	1	12	10530453;11112786;11115149;11371564;15958549;16040075;16617094;16799643;16825293;25734337;7479086;8530498
P08047	P09341	SP1	CXCL1	True	True	False	True	True	False	3	CollecTRI:11112786;CollecTRI:11115149;CollecTRI:7479086	CollecTRI;CytReg_CollecTRI;DoRothEA;ExTRI_CollecTRI;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	8	2	3	11112786;11115149;7479086
COMPLEX:P05412	P09341	JUN	CXCL1	True	True	False	True	True	False	1	CollecTRI:11115149	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	11115149
COMPLEX:P17275	P09341	JUNB	CXCL1	True	True	False	True	True	False	1	CollecTRI:11115149	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	11115149
COMPLEX:P17535	P09341	JUND	CXCL1	True	True	False	True	True	False	1	CollecTRI:11115149	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	11115149
P04637	P08047	TP53	SP1	True	False	True	True	False	True	11	CollecTRI:11118296;CollecTRI:11384995;CollecTRI:15790310;CollecTRI:15967108;CollecTRI:18419600;CollecTRI:18769160;CollecTRI:19244234;CollecTRI:19846904;CollecTRI:21611785;CollecTRI:7478550;CollecTRI:9865734	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	11	11118296;11384995;15790310;15967108;18419600;18769160;19244234;19846904;21611785;7478550;9865734
Q16254	P00374	E2F4	DHFR	True	False	True	True	False	True	1	CollecTRI:11158299	CollecTRI;DoRothEA;ExTRI_CollecTRI;JASPAR_DoRothEA;NTNU.Curated_CollecTRI;PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA	8	2	1	11158299
P08047	P00374	SP1	DHFR	True	True	False	True	True	False	15	CollecTRI:11158299;CollecTRI:11389717;CollecTRI:12788094;CollecTRI:1597451;CollecTRI:1740417;CollecTRI:1820211;CollecTRI:1834700;CollecTRI:3945313;CollecTRI:8552092;CollecTRI:8622648;CollecTRI:9363748;CollecTRI:9591776;CollecTRI:9819401;DoRothEA:1834700;HTRIdb:1834700	ABS;CollecTRI;DoRothEA;ExTRI_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;NTNU.Curated_CollecTRI	8	4	13	11158299;11389717;12788094;1597451;1740417;1820211;1834700;3945313;8552092;8622648;9363748;9591776;9819401
Q14186	P00374	TFDP1	DHFR	True	True	False	True	True	False	6	CollecTRI:11158299;CollecTRI:12788094;CollecTRI:14618416;CollecTRI:16135794;CollecTRI:18793430;DoRothEA:14618416	ARACNe-GTEx_DoRothEA;CollecTRI;DoRothEA;ExTRI_CollecTRI;GEREDB_CollecTRI;JASPAR_DoRothEA;NTNU.Curated_CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA	10	2	5	11158299;12788094;14618416;16135794;18793430
P08047	P30279	SP1	CCND2	True	True	False	True	True	False	4	CollecTRI:11160217;CollecTRI:19753117;CollecTRI:9339900;DoRothEA:9339900	CollecTRI;DoRothEA;ExTRI_CollecTRI;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	7	2	3	11160217;19753117;9339900
P42229	P30279	STAT5A	CCND2	True	True	True	True	True	False	6	CollecTRI:11160217;CollecTRI:12586844;CollecTRI:14660677;CollecTRI:15509806;CollecTRI:22723377;DoRothEA:22723377	CollecTRI;DoRothEA;ExTRI_CollecTRI;HOCOMOCO_DoRothEA;RegNetwork_DoRothEA;TFactS_CollecTRI;TRED_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	9	2	5	11160217;12586844;14660677;15509806;22723377
COMPLEX:P05412	P29323	JUN	EPHB2	True	True	False	True	True	False	1	CollecTRI:11204428	CollecTRI;ExTRI_CollecTRI	2	1	1	11204428
COMPLEX:P17275	P29323	JUNB	EPHB2	True	True	False	True	True	False	1	CollecTRI:11204428	CollecTRI;ExTRI_CollecTRI	2	1	1	11204428
COMPLEX:P17535	P29323	JUND	EPHB2	True	True	False	True	True	False	1	CollecTRI:11204428	CollecTRI;ExTRI_CollecTRI	2	1	1	11204428
P05412	P29323	JUN	EPHB2	True	True	False	True	True	False	1	CollecTRI:11204428	CollecTRI;ExTRI_CollecTRI	2	1	1	11204428
P08047	Q02817	SP1	MUC2	True	True	False	True	True	False	5	CollecTRI:11212251;CollecTRI:12077147;CollecTRI:12082130;CollecTRI:9224654;HTRIdb:9224654	CollecTRI;DoRothEA;ExTRI_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;PAZAR_DoRothEA;RegNetwork_DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA;TRED_DoRothEA;TRRD_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	14	3	4	11212251;12077147;12082130;9224654
Q02447	Q02817	SP3	MUC2	True	True	False	True	True	False	2	CollecTRI:11212251;DoRothEA:11212251	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	8	2	1	11212251
Q02446	P08047	SP4	SP1	True	True	False	False	False	False	1	CollecTRI:11287330	CollecTRI;ExTRI_CollecTRI	2	1	1	11287330
COMPLEX:Q04206	P0DJI8	RELA	SAA1	True	True	False	True	True	False	6	CollecTRI:11278660;CollecTRI:16236134;CollecTRI:23391827;CollecTRI:7686747;CollecTRI:7706280;CollecTRI:8065357	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	5	1	6	11278660;16236134;23391827;7686747;7706280;8065357
COMPLEX:P19838	P0DJI8	NFKB1	SAA1	True	True	False	True	True	False	6	CollecTRI:11278660;CollecTRI:16236134;CollecTRI:23391827;CollecTRI:7686747;CollecTRI:7706280;CollecTRI:8065357	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	5	1	6	11278660;16236134;23391827;7686747;7706280;8065357
COMPLEX:Q01201	P0DJI8	RELB	SAA1	True	True	False	True	True	False	6	CollecTRI:11278660;CollecTRI:16236134;CollecTRI:23391827;CollecTRI:7686747;CollecTRI:7706280;CollecTRI:8065357	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	5	1	6	11278660;16236134;23391827;7686747;7706280;8065357
COMPLEX:Q00653	P0DJI8	NFKB2	SAA1	True	True	False	True	True	False	6	CollecTRI:11278660;CollecTRI:16236134;CollecTRI:23391827;CollecTRI:7686747;CollecTRI:7706280;CollecTRI:8065357	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	5	1	6	11278660;16236134;23391827;7686747;7706280;8065357
COMPLEX:Q04864	P0DJI8	REL	SAA1	True	True	False	True	True	False	6	CollecTRI:11278660;CollecTRI:16236134;CollecTRI:23391827;CollecTRI:7686747;CollecTRI:7706280;CollecTRI:8065357	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	5	1	6	11278660;16236134;23391827;7686747;7706280;8065357
Q99814	P02786	EPAS1	TFRC	True	True	False	True	True	False	1	CollecTRI:11301389	CollecTRI;DoRothEA;ExTRI_CollecTRI;HOCOMOCO_DoRothEA;PAZAR_DoRothEA	5	2	1	11301389
P08047	P15941	SP1	MUC1	True	True	False	True	True	False	4	CollecTRI:11313016;CollecTRI:15849214;CollecTRI:17575006;CollecTRI:17600314	CollecTRI;ExTRI_CollecTRI	2	1	4	11313016;15849214;17575006;17600314
P17535	P01033	JUND	TIMP1	True	True	False	True	True	False	5	CollecTRI:10051488;CollecTRI:11337499;CollecTRI:12525489;CollecTRI:15860571;CollecTRI:17133482	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA	6	2	5	10051488;11337499;12525489;15860571;17133482
P53539	P01033	FOSB	TIMP1	True	True	True	True	True	False	3	CollecTRI:10051488;CollecTRI:11337499;DoRothEA:11337499	CollecTRI;DoRothEA;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA	7	2	2	10051488;11337499
P08047	P01033	SP1	TIMP1	True	True	False	True	True	False	8	CollecTRI:11348466;CollecTRI:11830330;CollecTRI:15048879;CollecTRI:16931573;CollecTRI:22415074;CollecTRI:9478976;DoRothEA:11830330;HTRIdb:11830330	CollecTRI;DoRothEA;ExTRI_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;NTNU.Curated_CollecTRI;RegNetwork_DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA;TRED_DoRothEA;TRRD_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	14	3	6	11348466;11830330;15048879;16931573;22415074;9478976
P84022	P11912	SMAD3	CD79A	True	True	False	True	True	False	1	CollecTRI:11385614	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	11385614
Q13485	P11912	SMAD4	CD79A	True	True	False	True	True	False	1	CollecTRI:11385614	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	11385614
O15105	P11912	SMAD7	CD79A	True	True	False	True	True	False	1	CollecTRI:11385614	CollecTRI;ExTRI_CollecTRI	2	1	1	11385614
COMPLEX:Q04206	P01033	RELA	TIMP1	True	False	True	True	False	True	4	CollecTRI:11426939;CollecTRI:14600595;CollecTRI:17012236;CollecTRI:23258989	CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI	3	1	4	11426939;14600595;17012236;23258989
COMPLEX:P19838	P01033	NFKB1	TIMP1	True	False	True	True	False	True	4	CollecTRI:11426939;CollecTRI:14600595;CollecTRI:17012236;CollecTRI:23258989	CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI	3	1	4	11426939;14600595;17012236;23258989
COMPLEX:Q01201	P01033	RELB	TIMP1	True	False	True	True	False	True	4	CollecTRI:11426939;CollecTRI:14600595;CollecTRI:17012236;CollecTRI:23258989	CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI	3	1	4	11426939;14600595;17012236;23258989
COMPLEX:Q00653	P01033	NFKB2	TIMP1	True	False	True	True	False	True	4	CollecTRI:11426939;CollecTRI:14600595;CollecTRI:17012236;CollecTRI:23258989	CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI	3	1	4	11426939;14600595;17012236;23258989
COMPLEX:Q04864	P01033	REL	TIMP1	True	False	True	True	False	True	4	CollecTRI:11426939;CollecTRI:14600595;CollecTRI:17012236;CollecTRI:23258989	CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI	3	1	4	11426939;14600595;17012236;23258989
P53567	P25445	CEBPG	FAS	True	True	False	True	True	False	2	CollecTRI:11473033;CollecTRI:8567694	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	2	11473033;8567694
P17676	P25445	CEBPB	FAS	True	True	False	True	True	False	2	CollecTRI:11473033;CollecTRI:7543095	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	2	11473033;7543095
P19838	P25445	NFKB1	FAS	True	True	False	True	True	False	8	CollecTRI:10022897;CollecTRI:10871852;CollecTRI:11473033;CollecTRI:16317104;CollecTRI:16784892;CollecTRI:19628709;CollecTRI:7528667;CollecTRI:9733827	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	8	2	8	10022897;10871852;11473033;16317104;16784892;19628709;7528667;9733827
P08047	Q9Y2Y9	SP1	KLF13	True	True	False	True	True	False	1	CollecTRI:11477107	CollecTRI;DoRothEA;ExTRI_CollecTRI;ReMap_DoRothEA	4	2	1	11477107
P18146	P17252	EGR1	PRKCA	True	True	False	True	True	False	1	CollecTRI:11488907	CollecTRI;DoRothEA;ExTRI_CollecTRI;PAZAR_DoRothEA	4	2	1	11488907
P01106	P29323	MYC	EPHB2	True	True	False	True	True	False	1	CollecTRI:11509615	CollecTRI;ExTRI_CollecTRI	2	1	1	11509615
P15923	P30279	TCF3	CCND2	True	True	False	True	True	False	1	CollecTRI:11509675	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;ReMap_DoRothEA	5	2	1	11509675
Q05195	P30279	MXD1	CCND2	True	True	False	True	True	False	1	CollecTRI:11511535	CollecTRI;ExTRI_CollecTRI	2	1	1	11511535
P25490	P01903	YY1	HLA-DRA	True	False	True	True	False	True	3	CollecTRI:11533238;CollecTRI:19252299;CollecTRI:23041127	CollecTRI;DoRothEA;ENCODE-distal;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA	8	3	3	11533238;19252299;23041127
Q08050	P14635	FOXM1	CCNB1	True	True	False	True	True	False	7	CollecTRI:11572993;CollecTRI:11682060;CollecTRI:15671063;CollecTRI:19097132;CollecTRI:19276163;CollecTRI:23812424;DoRothEA:19276163	ARACNe-GTEx_DoRothEA;CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TFe_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	8	2	6	11572993;11682060;15671063;19097132;19276163;23812424
P41182	P84103	BCL6	SRSF3	True	True	False	True	True	False	1	CollecTRI:11579468	CollecTRI;ExTRI_CollecTRI	2	1	1	11579468
P04637	P02786	TP53	TFRC	True	True	False	True	True	False	1	CollecTRI:11593391	CollecTRI;DoRothEA;ExTRI_CollecTRI;RegNetwork_DoRothEA;TRED_DoRothEA	5	2	1	11593391
P04637	P46013	TP53	MKI67	True	False	True	True	False	True	7	CollecTRI:10365096;CollecTRI:11713584;CollecTRI:14675138;CollecTRI:15217513;CollecTRI:16258956;CollecTRI:21611785;DoRothEA:14675138	CollecTRI;DoRothEA;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI;PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	10	2	6	10365096;11713584;14675138;15217513;16258956;21611785
P04637	O15392	TP53	BIRC5	True	False	True	True	False	True	27	CollecTRI:11714700;CollecTRI:11965534;CollecTRI:12235242;CollecTRI:15087401;CollecTRI:15361831;CollecTRI:15377848;CollecTRI:15657147;CollecTRI:16432013;CollecTRI:16595680;CollecTRI:17124180;CollecTRI:17699779;CollecTRI:17916908;CollecTRI:18022393;CollecTRI:18027854;CollecTRI:18698017;CollecTRI:19018856;CollecTRI:19067706;CollecTRI:19363521;CollecTRI:19439469;CollecTRI:19470765;CollecTRI:20236666;CollecTRI:21443519;CollecTRI:22266808;CollecTRI:22503977;CollecTRI:23838170;HTRIdb:17124180;HTRIdb:17699779	CollecTRI;DoRothEA;ExTRI_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;RegNetwork_DoRothEA;SIGNOR_CollecTRI;TFactS_CollecTRI;TRED_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	12	3	25	11714700;11965534;12235242;15087401;15361831;15377848;15657147;16432013;16595680;17124180;17699779;17916908;18022393;18027854;18698017;19018856;19067706;19363521;19439469;19470765;20236666;21443519;22266808;22503977;23838170
P10914	P61626	IRF1	LYZ	True	True	False	True	True	False	1	CollecTRI:11716756	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI	3	1	1	11716756
P10242	P61626	MYB	LYZ	True	True	False	True	True	False	5	CollecTRI:11716756;CollecTRI:17950008;CollecTRI:17959653;CollecTRI:20524209;CollecTRI:7684005	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI	3	1	5	11716756;17950008;17959653;20524209;7684005
P35869	Q9UBT6	AHR	POLK	True	True	False	True	True	False	1	CollecTRI:11733032	CollecTRI;ExTRI_CollecTRI	2	1	1	11733032
P05412	P25445	JUN	FAS	True	True	False	True	True	False	5	CollecTRI:10903433;CollecTRI:11733515;CollecTRI:12963547;CollecTRI:19670268;DoRothEA:10903433	CollecTRI;DoRothEA;ExTRI_CollecTRI;JASPAR_DoRothEA;NTNU.Curated_CollecTRI;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	9	2	4	10903433;11733515;12963547;19670268
P42229	P19957	STAT5A	PI3	True	True	False	True	True	False	2	CollecTRI:11756417;CollecTRI:14660677	CollecTRI;ExTRI_CollecTRI	2	1	2	11756417;14660677
Q06546	O14965	GABPA	AURKA	True	True	False	True	True	False	1	CollecTRI:11790771	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI	3	1	1	11790771
P08047	P35240	SP1	NF2	True	True	False	True	True	False	1	CollecTRI:11827459	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI	3	1	1	11827459
P50539	P14635	MXI1	CCNB1	True	False	True	True	False	True	2	CollecTRI:11875718;SIGNOR:11875718	CollecTRI;ExTRI_CollecTRI;GOA_CollecTRI;SIGNOR;SIGNOR_CollecTRI	5	2	1	11875718
P43354	P16070	NR4A2	CD44	True	True	False	True	True	False	2	CollecTRI:11884409;CollecTRI:20533997	CollecTRI;ExTRI_CollecTRI	2	1	2	11884409;20533997
Q12800	P11912	TFCP2	CD79A	True	True	False	True	True	False	1	CollecTRI:11884454	CollecTRI;ExTRI_CollecTRI	2	1	1	11884454
P16220	P43354	CREB1	NR4A2	True	True	False	True	True	False	4	CollecTRI:11884470;CollecTRI:12114266;CollecTRI:22294685;DoRothEA:12114266	CollecTRI;DoRothEA;ExTRI_CollecTRI;FANTOM4_DoRothEA;NTNU.Curated_CollecTRI;ReMap_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA	8	2	3	11884470;12114266;22294685
P19838	P43354	NFKB1	NR4A2	True	True	False	True	True	False	1	CollecTRI:11884470	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;RegNetwork_DoRothEA;TRED_DoRothEA	6	2	1	11884470
Q04206	P43354	RELA	NR4A2	True	True	False	True	True	False	4	CollecTRI:11884470;CollecTRI:20018891;DoRothEA:20018891;HTRIdb:20018891	CollecTRI;DoRothEA;ExTRI_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;NTNU.Curated_CollecTRI	7	3	2	11884470;20018891
COMPLEX:Q04206	P43354	RELA	NR4A2	True	True	False	True	True	False	3	CollecTRI:11884470;CollecTRI:19923853;CollecTRI:20018891	CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;NTNU.Curated_CollecTRI	4	1	3	11884470;19923853;20018891
COMPLEX:P19838	P43354	NFKB1	NR4A2	True	True	False	True	True	False	3	CollecTRI:11884470;CollecTRI:19923853;CollecTRI:20018891	CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;NTNU.Curated_CollecTRI	4	1	3	11884470;19923853;20018891
COMPLEX:Q01201	P43354	RELB	NR4A2	True	True	False	True	True	False	3	CollecTRI:11884470;CollecTRI:19923853;CollecTRI:20018891	CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;NTNU.Curated_CollecTRI	4	1	3	11884470;19923853;20018891
COMPLEX:Q00653	P43354	NFKB2	NR4A2	True	True	False	True	True	False	3	CollecTRI:11884470;CollecTRI:19923853;CollecTRI:20018891	CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;NTNU.Curated_CollecTRI	4	1	3	11884470;19923853;20018891
COMPLEX:Q04864	P43354	REL	NR4A2	True	True	False	True	True	False	3	CollecTRI:11884470;CollecTRI:19923853;CollecTRI:20018891	CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;NTNU.Curated_CollecTRI	4	1	3	11884470;19923853;20018891
P08047	O95340	SP1	PAPSS2	True	True	False	True	True	False	1	CollecTRI:11931653	CollecTRI;DoRothEA;ExTRI_CollecTRI;TFactS_CollecTRI;TFactS_DoRothEA;TRRD_DoRothEA	6	2	1	11931653
Q02086	O95340	SP2	PAPSS2	True	True	False	True	True	False	2	CollecTRI:11931653;DoRothEA:11931653	CollecTRI;DoRothEA;ExTRI_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA	5	2	1	11931653
Q02447	O95340	SP3	PAPSS2	True	True	False	True	True	False	1	CollecTRI:11931653	CollecTRI;ExTRI_CollecTRI	2	1	1	11931653
COMPLEX:P05412	P18510	JUN	IL1RN	True	True	False	True	True	False	1	CollecTRI:11933077	CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI	3	1	1	11933077
COMPLEX:P17275	P18510	JUNB	IL1RN	True	True	False	True	True	False	1	CollecTRI:11933077	CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI	3	1	1	11933077
COMPLEX:P17535	P18510	JUND	IL1RN	True	True	False	True	True	False	1	CollecTRI:11933077	CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI	3	1	1	11933077
O43593	P01033	HR	TIMP1	True	True	False	True	True	False	1	CollecTRI:11934644	CollecTRI;ExTRI_CollecTRI	2	1	1	11934644
Q08945	P01033	SSRP1	TIMP1	True	True	False	True	True	False	1	CollecTRI:11934644	CollecTRI;ExTRI_CollecTRI	2	1	1	11934644
P08047	P01009	SP1	SERPINA1	True	False	True	True	False	True	5	CollecTRI:11481261;CollecTRI:11967987;CollecTRI:19758310;CollecTRI:8557630;CollecTRI:9545340	CollecTRI;DoRothEA;ENCODE-distal;ExTRI_CollecTRI;GEREDB_CollecTRI;RegNetwork_DoRothEA;TRED_DoRothEA	7	3	5	11481261;11967987;19758310;8557630;9545340
P16220	P31350	CREB1	RRM2	True	True	False	True	True	False	1	CollecTRI:11978967	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	11978967
COMPLEX:Q04206	P31350	RELA	RRM2	True	True	False	True	True	False	1	CollecTRI:11978967	CollecTRI;ExTRI_CollecTRI	2	1	1	11978967
COMPLEX:P19838	P31350	NFKB1	RRM2	True	True	False	True	True	False	1	CollecTRI:11978967	CollecTRI;ExTRI_CollecTRI	2	1	1	11978967
COMPLEX:Q01201	P31350	RELB	RRM2	True	True	False	True	True	False	1	CollecTRI:11978967	CollecTRI;ExTRI_CollecTRI	2	1	1	11978967
COMPLEX:Q00653	P31350	NFKB2	RRM2	True	True	False	True	True	False	1	CollecTRI:11978967	CollecTRI;ExTRI_CollecTRI	2	1	1	11978967
COMPLEX:Q04864	P31350	REL	RRM2	True	True	False	True	True	False	1	CollecTRI:11978967	CollecTRI;ExTRI_CollecTRI	2	1	1	11978967
P14859	P31350	POU2F1	RRM2	True	True	False	True	True	False	1	CollecTRI:11978967	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	11978967
P08047	P31350	SP1	RRM2	True	True	False	True	True	False	1	CollecTRI:11978967	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	11978967
P41235	P24468	HNF4A	NR2F2	True	True	False	False	False	False	1	CollecTRI:18474611	CollecTRI;DoRothEA;ExTRI_CollecTRI;PAZAR_DoRothEA;ReMap_DoRothEA	5	2	1	18474611
P08047	P22455	SP1	FGFR4	True	True	False	True	True	False	2	CollecTRI:11981041;CollecTRI:15475466	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI	3	1	2	11981041;15475466
P16220	Q03060	CREB1	CREM	True	True	False	False	False	False	1	CollecTRI:11988318	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	11988318
P15923	P11912	TCF3	CD79A	True	True	False	True	True	False	3	CollecTRI:11994467;CollecTRI:12446773;CollecTRI:15361869	CollecTRI;ExTRI_CollecTRI;GOA_CollecTRI	3	1	3	11994467;12446773;15361869
Q16236	P01009	NFE2L2	SERPINA1	True	True	False	True	True	False	2	CollecTRI:12023900;CollecTRI:19282378	CollecTRI;ExTRI_CollecTRI	2	1	2	12023900;19282378
P22415	P31323	USF1	PRKAR2B	True	True	False	True	True	False	1	CollecTRI:12086590	CollecTRI;ENCODE-proximal;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	4	2	1	12086590
